Utterance,Interval,Call_ID,Sentiment_Score,Sentiment,BU,Intent_Cluster,Agent_Name
[],2360,100047,,,Accounts_and_Billing,Account Services,James William
[],2370,100047,,,Accounts_and_Billing,Account Services,James William
[],2380,100047,,,Accounts_and_Billing,Account Services,James William
[],2390,100047,,,Accounts_and_Billing,Account Services,James William
[],2400,100047,,,Accounts_and_Billing,Account Services,James William
[],2410,100047,,,Accounts_and_Billing,Account Services,James William
[],2420,100047,,,Accounts_and_Billing,Account Services,James William
[],2430,100047,,,Accounts_and_Billing,Account Services,James William
[],2440,100047,,,Accounts_and_Billing,Account Services,James William
[],2450,100047,,,Accounts_and_Billing,Account Services,James William
[],2460,100047,,,Accounts_and_Billing,Account Services,James William
[],2470,100047,,,Accounts_and_Billing,Account Services,James William
[],2480,100047,,,Accounts_and_Billing,Account Services,James William
[],2490,100047,,,Accounts_and_Billing,Account Services,James William
[],2500,100047,,,Accounts_and_Billing,Account Services,James William
[],2510,100047,,,Accounts_and_Billing,Account Services,James William
[],2520,100047,,,Accounts_and_Billing,Account Services,James William
[],2530,100047,,,Accounts_and_Billing,Account Services,James William
[],2540,100047,,,Accounts_and_Billing,Account Services,James William
[],2550,100047,,,Accounts_and_Billing,Account Services,James William
[],2560,100047,,,Accounts_and_Billing,Account Services,James William
[],2570,100047,,,Accounts_and_Billing,Account Services,James William
[],2580,100047,,,Accounts_and_Billing,Account Services,James William
[],2590,100047,,,Accounts_and_Billing,Account Services,James William
[],2600,100047,,,Accounts_and_Billing,Account Services,James William
[],2610,100047,,,Accounts_and_Billing,Account Services,James William
[],2620,100047,,,Accounts_and_Billing,Account Services,James William
[],2630,100047,,,Accounts_and_Billing,Account Services,James William
[],2640,100047,,,Accounts_and_Billing,Account Services,James William
[],2650,100047,,,Accounts_and_Billing,Account Services,James William
[],2660,100047,,,Accounts_and_Billing,Account Services,James William
[],2670,100047,,,Accounts_and_Billing,Account Services,James William
[],2680,100047,,,Accounts_and_Billing,Account Services,James William
[],2690,100047,,,Accounts_and_Billing,Account Services,James William
[],2700,100047,,,Accounts_and_Billing,Account Services,James William
[],2710,100047,,,Accounts_and_Billing,Account Services,James William
[],2720,100047,,,Accounts_and_Billing,Account Services,James William
[],2730,100047,,,Accounts_and_Billing,Account Services,James William
[],2740,100047,,,Accounts_and_Billing,Account Services,James William
[],2750,100047,,,Accounts_and_Billing,Account Services,James William
[],2760,100047,,,Accounts_and_Billing,Account Services,James William
[],2770,100047,,,Accounts_and_Billing,Account Services,James William
[],2780,100047,,,Accounts_and_Billing,Account Services,James William
[],2790,100047,,,Accounts_and_Billing,Account Services,James William
[],2800,100047,,,Accounts_and_Billing,Account Services,James William
[],2810,100047,,,Accounts_and_Billing,Account Services,James William
[],2820,100047,,,Accounts_and_Billing,Account Services,James William
[],2830,100047,,,Accounts_and_Billing,Account Services,James William
[],2840,100047,,,Accounts_and_Billing,Account Services,James William
[],2850,100047,,,Accounts_and_Billing,Account Services,James William
[],2860,100047,,,Accounts_and_Billing,Account Services,James William
[],2870,100047,,,Accounts_and_Billing,Account Services,James William
[],2880,100047,,,Accounts_and_Billing,Account Services,James William
[],2890,100047,,,Accounts_and_Billing,Account Services,James William
[],2900,100047,,,Accounts_and_Billing,Account Services,James William
[],2910,100047,,,Accounts_and_Billing,Account Services,James William
[],2920,100047,,,Accounts_and_Billing,Account Services,James William
[],2930,100047,,,Accounts_and_Billing,Account Services,James William
[],2940,100047,,,Accounts_and_Billing,Account Services,James William
[],2950,100047,,,Accounts_and_Billing,Account Services,James William
[],2960,100047,,,Accounts_and_Billing,Account Services,James William
[],2970,100047,,,Accounts_and_Billing,Account Services,James William
[],2980,100047,,,Accounts_and_Billing,Account Services,James William
[],2990,100047,,,Accounts_and_Billing,Account Services,James William
[],3000,100047,,,Accounts_and_Billing,Account Services,James William
[],3010,100047,,,Accounts_and_Billing,Account Services,James William
[],3020,100047,,,Accounts_and_Billing,Account Services,James William
[],3030,100047,,,Accounts_and_Billing,Account Services,James William
[],3040,100047,,,Accounts_and_Billing,Account Services,James William
[],3050,100047,,,Accounts_and_Billing,Account Services,James William
[],3060,100047,,,Accounts_and_Billing,Account Services,James William
[],3070,100047,,,Accounts_and_Billing,Account Services,James William
[],3080,100047,,,Accounts_and_Billing,Account Services,James William
[],3090,100047,,,Accounts_and_Billing,Account Services,James William
[],3100,100047,,,Accounts_and_Billing,Account Services,James William
[],3110,100047,,,Accounts_and_Billing,Account Services,James William
[],3120,100047,,,Accounts_and_Billing,Account Services,James William
[],3130,100047,,,Accounts_and_Billing,Account Services,James William
[],3140,100047,,,Accounts_and_Billing,Account Services,James William
[],3150,100047,,,Accounts_and_Billing,Account Services,James William
[],3160,100047,,,Accounts_and_Billing,Account Services,James William
[],3170,100047,,,Accounts_and_Billing,Account Services,James William
[],3180,100047,,,Accounts_and_Billing,Account Services,James William
[],3190,100047,,,Accounts_and_Billing,Account Services,James William
[],3200,100047,,,Accounts_and_Billing,Account Services,James William
[],3210,100047,,,Accounts_and_Billing,Account Services,James William
[],3220,100047,,,Accounts_and_Billing,Account Services,James William
[],3230,100047,,,Accounts_and_Billing,Account Services,James William
[],3240,100047,,,Accounts_and_Billing,Account Services,James William
[],3250,100047,,,Accounts_and_Billing,Account Services,James William
[],3260,100047,,,Accounts_and_Billing,Account Services,James William
[],3270,100047,,,Accounts_and_Billing,Account Services,James William
[],3280,100047,,,Accounts_and_Billing,Account Services,James William
[],3290,100047,,,Accounts_and_Billing,Account Services,James William
[],3300,100047,,,Accounts_and_Billing,Account Services,James William
[],3310,100047,,,Accounts_and_Billing,Account Services,James William
[],3320,100047,,,Accounts_and_Billing,Account Services,James William
[],3330,100047,,,Accounts_and_Billing,Account Services,James William
[],3340,100047,,,Accounts_and_Billing,Account Services,James William
[],3350,100047,,,Accounts_and_Billing,Account Services,James William
[],3360,100047,,,Accounts_and_Billing,Account Services,James William
[],3370,100047,,,Accounts_and_Billing,Account Services,James William
[],3380,100047,,,Accounts_and_Billing,Account Services,James William
[],3390,100047,,,Accounts_and_Billing,Account Services,James William
[],3400,100047,,,Accounts_and_Billing,Account Services,James William
[],3410,100047,,,Accounts_and_Billing,Account Services,James William
[],3420,100047,,,Accounts_and_Billing,Account Services,James William
[],3430,100047,,,Accounts_and_Billing,Account Services,James William
[],3440,100047,,,Accounts_and_Billing,Account Services,James William
[],3450,100047,,,Accounts_and_Billing,Account Services,James William
[],3460,100047,,,Accounts_and_Billing,Account Services,James William
[],3470,100047,,,Accounts_and_Billing,Account Services,James William
[],3480,100047,,,Accounts_and_Billing,Account Services,James William
[],3490,100047,,,Accounts_and_Billing,Account Services,James William
[],3500,100047,,,Accounts_and_Billing,Account Services,James William
[],3510,100047,,,Accounts_and_Billing,Account Services,James William
[],3520,100047,,,Accounts_and_Billing,Account Services,James William
[],3530,100047,,,Accounts_and_Billing,Account Services,James William
[],3540,100047,,,Accounts_and_Billing,Account Services,James William
[],3550,100047,,,Accounts_and_Billing,Account Services,James William
[],3560,100047,,,Accounts_and_Billing,Account Services,James William
[],3570,100047,,,Accounts_and_Billing,Account Services,James William
[],3580,100047,,,Accounts_and_Billing,Account Services,James William
[],3590,100047,,,Accounts_and_Billing,Account Services,James William
[],3600,100047,,,Accounts_and_Billing,Account Services,James William
[],3610,100047,,,Accounts_and_Billing,Account Services,James William
[],3620,100047,,,Accounts_and_Billing,Account Services,James William
[],3630,100047,,,Accounts_and_Billing,Account Services,James William
[],3640,100047,,,Accounts_and_Billing,Account Services,James William
[],3650,100047,,,Accounts_and_Billing,Account Services,James William
"That sounds great. How do I go about referring a friend?
Customer",60,100047,0.9623104453115164,Positive,Accounts_and_Billing,Account Services,James William
[],3670,100047,,,Accounts_and_Billing,Account Services,James William
"Okay, got it. Thank you for your help.
Customer",70,100047,0.9508908081785233,Positive,Accounts_and_Billing,Account Services,James William
"No, that's all. Thank you again.
Customer",80,100047,0.9184451639783112,Positive,Accounts_and_Billing,Account Services,James William
[],3700,100047,,,Accounts_and_Billing,Account Services,James William
[],3710,100047,,,Accounts_and_Billing,Account Services,James William
"good afternoon
Customer",0,100048,0.9365030848671186,Positive,Accounts_and_Billing,Account Services,James William
[],10,100048,,,Accounts_and_Billing,Account Services,James William
"My account number is 123456.
Customer",20,100048,0.0003299199362614413,Positive,Accounts_and_Billing,Account Services,James William
[],30,100048,,,Accounts_and_Billing,Account Services,James William
"I'd like to know my current balance and when my next payment is due.
Customer",40,100048,-0.0003253908274172268,Negative,Accounts_and_Billing,Account Services,James William
"That's correct. Can you also tell me about any promotions or discounts that I might be eligible for?
Customer",50,100048,0.1105756261137733,Positive,Accounts_and_Billing,Account Services,James William
[],60,100048,,,Accounts_and_Billing,Account Services,James William
"Yes, please do. How much will I save?
Customer",70,100048,0.7630008040708051,Positive,Accounts_and_Billing,Account Services,James William
[],80,100048,,,Accounts_and_Billing,Account Services,James William
"That's great, thank you! Can you also send me a copy of my billing statement to my email?
Customer",90,100048,0.9722223368020102,Positive,Accounts_and_Billing,Account Services,James William
"Thank you, John. You've been very helpful.
Customer",100,100048,0.9820433212404309,Positive,Accounts_and_Billing,Account Services,James William
[],110,100048,,,Accounts_and_Billing,Account Services,James William
[],120,100048,,,Accounts_and_Billing,Account Services,James William
[],130,100048,,,Accounts_and_Billing,Account Services,James William
"good afternoon. I'm having some issues with my ADT security system. It's not working properly.
Customer",0,100049,-0.9434266737733809,Negative,Accounts_and_Billing,Installation,Alice Walker
[],10,100049,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, it's the alarm system. It keeps going off randomly, even when no one is around.
Customer",20,100049,-0.8398773212290593,Negative,Accounts_and_Billing,Installation,Alice Walker
[],30,100049,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, I've tried resetting it, but it still doesn't work. And I've checked the sensors, they seem fine.
Customer",40,100049,-0.1271944914538193,Negative,Accounts_and_Billing,Installation,Alice Walker
[],50,100049,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, tomorrow would be fine.
Customer",60,100049,0.9059218352299283,Positive,Accounts_and_Billing,Installation,Alice Walker
[],70,100049,,,Accounts_and_Billing,Installation,Alice Walker
"Yeah, it's 123 Main St, and my phone number is 555-555-5555.
Customer",80,100049,0.01105014047087417,Positive,Accounts_and_Billing,Installation,Alice Walker
[],90,100049,,,Accounts_and_Billing,Installation,Alice Walker
[],100,100049,,,Accounts_and_Billing,Installation,Alice Walker
[],110,100049,,,Accounts_and_Billing,Installation,Alice Walker
"good afternoon. I'm calling to cancel my ADT security service.
Customer",0,100050,-0.8007631289730692,Negative,Accounts_and_Billing,Account Services,Alice Walker
[],10,100050,,,Accounts_and_Billing,Account Services,Alice Walker
"My account number is 123456.
Customer",20,100050,0.0003299199362614413,Positive,Accounts_and_Billing,Account Services,Alice Walker
"I'm moving to a new house and I don't want to continue the service.
Customer",30,100050,-0.9547097164011003,Negative,Accounts_and_Billing,Account Services,Alice Walker
[],40,100050,,,Accounts_and_Billing,Account Services,Alice Walker
"That sounds interesting. Can you tell me more about it?
Customer",50,100050,0.8846624202807483,Positive,Accounts_and_Billing,Account Services,Alice Walker
[],60,100050,,,Accounts_and_Billing,Account Services,Alice Walker
"That's a great offer, but I think I'll still need to cancel my service for now.
Customer",70,100050,-0.7937026598269659,Negative,Accounts_and_Billing,Account Services,Alice Walker
[],80,100050,,,Accounts_and_Billing,Account Services,Alice Walker
"Okay, got it. How do I return the equipment?
Customer",90,100050,-0.0002867451598294046,Negative,Accounts_and_Billing,Account Services,Alice Walker
"Sounds good. Thank you for your help.
Customer",100,100050,0.978951047823616,Positive,Accounts_and_Billing,Account Services,Alice Walker
[],110,100050,,,Accounts_and_Billing,Account Services,Alice Walker
[],120,100050,,,Accounts_and_Billing,Account Services,Alice Walker
[],130,100050,,,Accounts_and_Billing,Account Services,Alice Walker
"good afternoon. I'm having some issues with my alarm system. It's not armoring properly.
Customer",0,100051,-0.914591106703558,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],10,100051,,,Accounts_and_Billing,Alarm Query,Alice Walker
"I have the ADT Pulse system. It's been working fine for months, but suddenly it's not arming when I leave the house.
Customer",20,100051,-0.6194658328812721,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],30,100051,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Yeah, I've checked the app, and it says the system is online, but it's just not arming.
Customer",40,100051,-0.90030992235256,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],50,100051,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Yeah, I've checked, and they're all closed.
Customer",60,100051,-0.6601459141438403,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
"Okay, I'll try that. (pause) Okay, I've restarted it, but it's still not arming.
Customer",70,100051,-0.4753873797967083,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],80,100051,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],90,100051,,,Accounts_and_Billing,Alarm Query,Alice Walker
"(pause) Yeah, it looks like it's arming now. Thank you so much!
Customer",100,100051,0.9693489961596137,Positive,Accounts_and_Billing,Alarm Query,Alice Walker
[],110,100051,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],120,100051,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],130,100051,,,Accounts_and_Billing,Alarm Query,Alice Walker
"good afternoon
Customer",0,100052,0.9365030848671186,Positive,Accounts_and_Billing,Account Services,Alice Walker
[],10,100052,,,Accounts_and_Billing,Account Services,Alice Walker
"Yeah, my account number is 123456.
Customer",20,100052,0.006155298895824196,Positive,Accounts_and_Billing,Account Services,Alice Walker
"I just got a notice that my payment is overdue, but I'm sure I paid it on time.
Customer",30,100052,-0.3708026852999647,Negative,Accounts_and_Billing,Account Services,Alice Walker
[],40,100052,,,Accounts_and_Billing,Account Services,Alice Walker
[],50,100052,,,Accounts_and_Billing,Account Services,Alice Walker
"Okay, that's great. But can you also tell me why I didn't get a confirmation email or anything?
Customer",60,100052,-0.5281197547086294,Negative,Accounts_and_Billing,Account Services,Alice Walker
"Alright, thank you for taking care of that.
Customer",70,100052,0.8674990725758349,Positive,Accounts_and_Billing,Account Services,Alice Walker
"No, that's all. Thank you.
Customer",80,100052,0.3021851616006352,Positive,Accounts_and_Billing,Account Services,Alice Walker
[],90,100052,,,Accounts_and_Billing,Account Services,Alice Walker
[],100,100052,,,Accounts_and_Billing,Account Services,Alice Walker
[],110,100052,,,Accounts_and_Billing,Account Services,Alice Walker
"Good afternoon. I'm having some issues with my alarm system.
Customer",0,100053,-0.8507820346137596,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],10,100053,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Yeah, it's been going off randomly. I've tried to silence it, but it just keeps going off.
Customer",20,100053,-0.8900526528240222,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],30,100053,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Now that you mention it, it does seem to happen when I open the back door.
Customer",40,100053,-0.02667737877507514,Negative,Accounts_and_Billing,Alarm Query,Alice Walker
[],50,100053,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Today would be great, if possible.
Customer",60,100053,0.9805130545447721,Positive,Accounts_and_Billing,Alarm Query,Alice Walker
[],70,100053,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],80,100053,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],90,100053,,,Accounts_and_Billing,Alarm Query,Alice Walker
[],100,100053,,,Accounts_and_Billing,Alarm Query,Alice Walker
"Good afternoon. I'm having some issues with my bill. I got a statement yesterday and I don't understand some of the charges.
Customer",0,100054,-0.9386444031198852,Negative,Accounts_and_Billing,Billing,Alice Walker
[],10,100054,,,Accounts_and_Billing,Billing,Alice Walker
"It's 123456. And there's this one charge for $50 that says 'additional monitoring fee'. I don't remember agreeing to any additional services.
Customer",20,100054,-0.912614209016823,Negative,Accounts_and_Billing,Billing,Alice Walker
[],30,100054,,,Accounts_and_Billing,Billing,Alice Walker
[],40,100054,,,Accounts_and_Billing,Billing,Alice Walker
[],50,100054,,,Accounts_and_Billing,Billing,Alice Walker
"I don't remember that at all. Can you please remove the charge?
Customer",60,100054,-0.7731017207336682,Negative,Accounts_and_Billing,Billing,Alice Walker
"Okay, thank you. And can you also tell me why my bill is higher than usual this month?
Customer",70,100054,-0.7492360319672043,Negative,Accounts_and_Billing,Billing,Alice Walker
[],80,100054,,,Accounts_and_Billing,Billing,Alice Walker
"Yeah, I might have missed it. Can you tell me more about the rate increase?
Customer",90,100054,-0.4741008065329415,Negative,Accounts_and_Billing,Billing,Alice Walker
[],100,100054,,,Accounts_and_Billing,Billing,Alice Walker
"Okay, I understand. But can I get a discount or something? This is a big increase for me.
Customer",110,100054,0.9590235242183651,Positive,Accounts_and_Billing,Billing,Alice Walker
[],120,100054,,,Accounts_and_Billing,Billing,Alice Walker
"Yeah, that would be great. Thank you so much for your help.
Customer",130,100054,0.9837121086222608,Positive,Accounts_and_Billing,Billing,Alice Walker
[],140,100054,,,Accounts_and_Billing,Billing,Alice Walker
[],150,100054,,,Accounts_and_Billing,Billing,Alice Walker
[],160,100054,,,Accounts_and_Billing,Billing,Alice Walker
"good afternoon. I'm having some issues with my ADT security system. The alarm keeps going off randomly and I'm not sure why.
Customer",0,100055,-0.9209155491860667,Negative,Accounts_and_Billing,Installation,Rose Cooper
[],10,100055,,,Accounts_and_Billing,Installation,Rose Cooper
"It's been happening almost every day for the past week. Sometimes it's just a few times a day, but yesterday it went off like five times.
Customer",20,100055,-0.2269639555883369,Negative,Accounts_and_Billing,Installation,Rose Cooper
"No, nothing out of the ordinary. I've checked the doors and windows, and everything seems to be secure.
Customer",30,100055,0.0625940848401565,Positive,Accounts_and_Billing,Installation,Rose Cooper
[],40,100055,,,Accounts_and_Billing,Installation,Rose Cooper
"I have the ADT Pulse system with the wireless sensors.
Customer",50,100055,0.007007522170862091,Positive,Accounts_and_Billing,Installation,Rose Cooper
"Okay, I'll try that. But what if that doesn't work?
Customer",60,100055,-0.1074069612723857,Negative,Accounts_and_Billing,Installation,Rose Cooper
"Okay, I'll try that now. (pause) Okay, I've restarted the system. But the alarm is still going off.
Customer",70,100055,-0.02069863309162701,Negative,Accounts_and_Billing,Installation,Rose Cooper
[],80,100055,,,Accounts_and_Billing,Installation,Rose Cooper
"Yeah, I'm available anytime tomorrow or the next day.
Customer",90,100055,0.5424550180616803,Positive,Accounts_and_Billing,Installation,Rose Cooper
[],100,100055,,,Accounts_and_Billing,Installation,Rose Cooper
[],110,100055,,,Accounts_and_Billing,Installation,Rose Cooper
[],120,100055,,,Accounts_and_Billing,Installation,Rose Cooper
"good afternoon
Customer",0,100056,0.9365030848671186,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],10,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
"Yeah, I'm having some issues with my alarm system. It's not arming properly, and I'm getting some weird error messages on my panel.
Customer",20,100056,-0.9398089952277986,Negative,Accounts_and_Billing,Account Services,Rose Cooper
[],30,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
[],40,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
"My account number is 123456.
Customer",50,100056,0.0003299199362614413,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],60,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
"It says 'System Fault' and then some numbers and letters. I'm not really sure what it means.
Customer",70,100056,-0.7891761806892782,Negative,Accounts_and_Billing,Account Services,Rose Cooper
[],80,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
[],90,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
"Yeah, I've tried restarting it, but that didn't work. And I'm not really sure how to check the connections.
Customer",100,100056,-0.8537183876599683,Negative,Accounts_and_Billing,Account Services,Rose Cooper
[],110,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
[],120,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
"Okay, I've checked, and everything looks good.
Customer",130,100056,0.9773575494344435,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],140,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
[],150,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
"Afternoon would be better.
Customer",160,100056,0.6818863262013481,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],170,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
[],180,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
[],190,100056,,,Accounts_and_Billing,Account Services,Rose Cooper
"Good afternoon. I'm calling to inquire about my account. I received a notice that my payment is due soon, but I could've sworn I already paid it.
Customer",0,100057,0.005739966963630994,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],10,100057,,,Accounts_and_Billing,Account Services,Rose Cooper
"It's 1234567.
Customer",20,100057,0.000144995847819851,Positive,Accounts_and_Billing,Account Services,Rose Cooper
"I'm positive I paid it. Can you check again? Maybe there was an error on your end.
Customer",30,100057,-0.043838804515201,Negative,Accounts_and_Billing,Account Services,Rose Cooper
[],40,100057,,,Accounts_and_Billing,Account Services,Rose Cooper
"Okay, that makes sense. How much do I owe for this month?
Customer",50,100057,-0.02506229274444793,Negative,Accounts_and_Billing,Account Services,Rose Cooper
"Alright, I'll go ahead and pay that now. Can I pay with my credit card?
Customer",60,100057,0.001565161519783587,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],70,100057,,,Accounts_and_Billing,Account Services,Rose Cooper
"It's 4321 1234 5678 9012, and the expiration date is 02/2025.
Customer",80,100057,0.0002299174743162213,Positive,Accounts_and_Billing,Account Services,Rose Cooper
"Great, thank you for your help.
Customer",90,100057,0.9843422929507352,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],100,100057,,,Accounts_and_Billing,Account Services,Rose Cooper
[],110,100057,,,Accounts_and_Billing,Account Services,Rose Cooper
[],120,100057,,,Accounts_and_Billing,Account Services,Rose Cooper
"Good afternoon. I'm having some issues with my ADT account. I'm not receiving any notifications when someone enters my home.
Customer",0,100058,-0.8246442531236863,Negative,Accounts_and_Billing,Account Services,Rose Cooper
[],10,100058,,,Accounts_and_Billing,Account Services,Rose Cooper
"It's 1234567.
Customer",20,100058,0.000144995847819851,Positive,Accounts_and_Billing,Account Services,Rose Cooper
"It started about a week ago. I've tried restarting the system, but that didn't work.
Customer",30,100058,-0.8672270318409735,Negative,Accounts_and_Billing,Account Services,Rose Cooper
[],40,100058,,,Accounts_and_Billing,Account Services,Rose Cooper
"Yeah, I just got a notification. Thank you!
Customer",50,100058,0.982100757082711,Positive,Accounts_and_Billing,Account Services,Rose Cooper
"Actually, yes. I was wondering if I could get a discount on my monthly subscription. I've been a loyal customer for over 5 years.
Customer",60,100058,0.9242568417427187,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],70,100058,,,Accounts_and_Billing,Account Services,Rose Cooper
"That sounds great. Thank you!
Customer",80,100058,0.9853068227321735,Positive,Accounts_and_Billing,Account Services,Rose Cooper
"No, that's all. Thank you for your help.
Customer",90,100058,0.8006347490734803,Positive,Accounts_and_Billing,Account Services,Rose Cooper
[],100,100058,,,Accounts_and_Billing,Account Services,Rose Cooper
[],110,100058,,,Accounts_and_Billing,Account Services,Rose Cooper
[],120,100058,,,Accounts_and_Billing,Account Services,Rose Cooper
"good afternoon
Customer",0,100059,0.9365030848671186,Positive,Accounts_and_Billing,Billing,Rose Cooper
[],10,100059,,,Accounts_and_Billing,Billing,Rose Cooper
"Yeah, I got a bill for $150 and I don't think it's correct. I've been a customer for 5 years and my bill is usually around $100.
Customer",20,100059,-0.7667303890782898,Negative,Accounts_and_Billing,Billing,Rose Cooper
[],30,100059,,,Accounts_and_Billing,Billing,Rose Cooper
"It's 123456.
Customer",40,100059,0.0001929685223673316,Positive,Accounts_and_Billing,Billing,Rose Cooper
[],50,100059,,,Accounts_and_Billing,Billing,Rose Cooper
"Yeah, that would be great. I had no idea they changed my plan.
Customer",60,100059,0.5427984958731541,Positive,Accounts_and_Billing,Billing,Rose Cooper
[],70,100059,,,Accounts_and_Billing,Billing,Rose Cooper
"That sounds good. But can you also tell me how to prevent this from happening in the future?
Customer",80,100059,-0.001457148835493083,Negative,Accounts_and_Billing,Billing,Rose Cooper
[],90,100059,,,Accounts_and_Billing,Billing,Rose Cooper
"Yeah, that would be great. Thank you so much for your help, John.
Customer",100,100059,0.9827230712025309,Positive,Accounts_and_Billing,Billing,Rose Cooper
[],110,100059,,,Accounts_and_Billing,Billing,Rose Cooper
[],120,100059,,,Accounts_and_Billing,Billing,Rose Cooper
[],130,100059,,,Accounts_and_Billing,Billing,Rose Cooper
"good afternoon. I'm having some issues with my ADT security system. The alarm keeps going off randomly and I'm not sure why.
Customer",0,100060,-0.9209155491860667,Negative,Accounts_and_Billing,App Services,Rose Cooper
[],10,100060,,,Accounts_and_Billing,App Services,Rose Cooper
"It started about a week ago. I've tried to troubleshoot it myself, but I'm not sure what's causing it.
Customer",20,100060,-0.5874432097538503,Negative,Accounts_and_Billing,App Services,Rose Cooper
[],30,100060,,,Accounts_and_Billing,App Services,Rose Cooper
"Not really. It seems to happen at random times of the day. Sometimes it's when I'm home, sometimes it's when I'm away.
Customer",40,100060,-0.0001388527777632098,Negative,Accounts_and_Billing,App Services,Rose Cooper
[],50,100060,,,Accounts_and_Billing,App Services,Rose Cooper
"Sure. My account number is 123456.
Customer",60,100060,0.0007801900275433149,Positive,Accounts_and_Billing,App Services,Rose Cooper
[],70,100060,,,Accounts_and_Billing,App Services,Rose Cooper
"Okay, that sounds great. How long will it take for someone to come out?
Customer",80,100060,0.7831480991433922,Positive,Accounts_and_Billing,App Services,Rose Cooper
[],90,100060,,,Accounts_and_Billing,App Services,Rose Cooper
"Afternoon would be fine.
Customer",100,100060,0.1735054351082545,Positive,Accounts_and_Billing,App Services,Rose Cooper
[],110,100060,,,Accounts_and_Billing,App Services,Rose Cooper
[],120,100060,,,Accounts_and_Billing,App Services,Rose Cooper
[],130,100060,,,Accounts_and_Billing,App Services,Rose Cooper
[],140,100060,,,Accounts_and_Billing,App Services,Rose Cooper
"good afternoon
Customer",0,100061,0.9365030848671186,Positive,Accounts_and_Billing,Billing,Rose Cooper
[],10,100061,,,Accounts_and_Billing,Billing,Rose Cooper
"Yeah, I'm having some issues with my bill. I got a statement yesterday, and I think there's an error on it.
Customer",20,100061,-0.9332313259761508,Negative,Accounts_and_Billing,Billing,Rose Cooper
[],30,100061,,,Accounts_and_Billing,Billing,Rose Cooper
"It's 123456789.
Customer",40,100061,0.0002283745457107855,Positive,Accounts_and_Billing,Billing,Rose Cooper
[],50,100061,,,Accounts_and_Billing,Billing,Rose Cooper
"Yeah, it's a charge I don't recognize. It says I owe $50 more than I thought I did.
Customer",60,100061,-0.8746597272005276,Negative,Accounts_and_Billing,Billing,Rose Cooper
[],70,100061,,,Accounts_and_Billing,Billing,Rose Cooper
"I don't remember adding any services. Can you please remove the charge?
Customer",80,100061,-0.878406084133071,Negative,Accounts_and_Billing,Billing,Rose Cooper
[],90,100061,,,Accounts_and_Billing,Billing,Rose Cooper
[],100,100061,,,Accounts_and_Billing,Billing,Rose Cooper
"Okay, that sounds good. Thank you for your help.
Customer",110,100061,0.9756501677881679,Positive,Accounts_and_Billing,Billing,Rose Cooper
[],120,100061,,,Accounts_and_Billing,Billing,Rose Cooper
[],130,100061,,,Accounts_and_Billing,Billing,Rose Cooper
[],140,100061,,,Accounts_and_Billing,Billing,Rose Cooper
"good afternoon
Customer",0,100062,0.9365030848671186,Positive,Accounts_and_Billing,Billing,Alice Walker
[],10,100062,,,Accounts_and_Billing,Billing,Alice Walker
"Hi John, thanks for taking my call. I'm having some issues with my billing. I received an invoice that I don't understand, and I was hoping you could help me clarify some things.
Customer",20,100062,-0.02992158050332705,Negative,Accounts_and_Billing,Billing,Alice Walker
